Position	IP	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	KmerGroup	MotifId	KG_score	Strand
13:771695	  123.0	1	   62.0	NaN	NaN	   15.3	  18.44	NaN	  18.75	  -0.44	   0.00	1	   61.0	NaN	NaN	   12.0	  22.54	NaN	  23.04	  -0.50	   0.00	--------	-1	0.00	*
13:813791	   71.0	1	   40.0	NaN	NaN	   15.3	   6.85	NaN	   7.00	  -0.50	   0.00	1	   31.0	NaN	NaN	   12.0	   5.26	NaN	   5.45	  -0.46	   0.00	--------	-1	0.00	*
13:846645	   38.0	0	   13.0	NaN	NaN	   16.0	   0.09	NaN	   0.09	  -0.52	   0.00	1	   25.0	NaN	NaN	   12.0	   3.03	NaN	   3.15	  -0.54	   0.00	--------	-1	0.00	*
13:863455	  261.0	1	  159.0	NaN	NaN	   15.3	 100.16	NaN	 100.94	  -0.63	   0.04	1	  102.0	NaN	NaN	   12.0	  56.14	NaN	  57.03	  -0.58	   0.04	--------	-1	0.00	*
13:883959	  165.0	1	   80.0	NaN	NaN	   15.3	  30.39	NaN	  30.81	  -0.59	   0.07	1	   85.0	NaN	NaN	   12.3	  40.46	NaN	  41.17	  -0.65	   0.07	--------	-1	0.00	*
13:896687	   72.0	1	   42.0	NaN	NaN	   15.3	   7.72	NaN	   7.88	  -0.62	   0.00	1	   30.0	NaN	NaN	   12.0	   4.85	NaN	   5.03	  -0.61	   0.00	--------	-1	0.00	*
13:907106	   78.0	1	   45.0	NaN	NaN	   15.3	   9.08	NaN	   9.28	  -0.56	   0.00	1	   33.0	NaN	NaN	   12.0	   6.12	NaN	   6.33	  -0.51	   0.00	--------	-1	0.00	*
14:47917	  209.0	1	  131.0	NaN	NaN	   15.0	  73.84	NaN	  74.50	  -0.73	   0.00	1	   78.0	NaN	NaN	   11.8	  36.04	NaN	  36.68	  -0.52	   0.00	--------	-1	0.00	*
14:53366	   58.0	1	   40.0	NaN	NaN	   15.0	   7.06	NaN	   7.22	  -0.49	   0.00	0	   18.0	NaN	NaN	   11.8	   1.22	NaN	   1.27	  -0.88	   0.00	--------	-1	0.00	*
14:58800	   48.0	1	   31.0	NaN	NaN	   15.0	   3.62	NaN	   3.72	  -0.60	   0.00	0	   17.0	NaN	NaN	   11.8	   1.01	NaN	   1.05	  -0.35	   0.00	--------	-1	0.00	*
14:77757	  405.0	1	  258.0	NaN	NaN	   15.0	 213.92	NaN	 215.11	  -0.79	   0.00	1	  147.0	NaN	NaN	   11.8	 102.86	NaN	 104.02	  -0.69	   0.00	--------	-1	0.00	*
14:106614	  133.2	1	   73.9	NaN	NaN	   16.6	  24.01	NaN	  24.39	  -0.66	   0.00	1	   59.4	NaN	NaN	   14.7	  17.79	NaN	  18.23	  -0.46	   0.00	--------	-1	0.00	*
14:154163	   88.0	1	   42.0	NaN	NaN	   15.0	   7.94	NaN	   8.11	  -0.36	   0.00	1	   46.0	NaN	NaN	   11.8	  13.14	NaN	  13.49	  -0.48	   0.00	--------	-1	0.00	*
14:175252	  125.0	1	   70.0	NaN	NaN	   15.0	  23.95	NaN	  24.33	  -0.55	   0.00	1	   55.0	NaN	NaN	   12.6	  17.67	NaN	  18.10	  -0.51	   0.00	--------	-1	0.00	*
14:188645	  179.0	1	  128.0	NaN	NaN	   22.5	  51.65	NaN	  52.20	  -0.63	   0.14	1	   51.0	NaN	NaN	   17.3	  10.05	NaN	  10.35	  -0.46	   0.14	--------	-1	0.00	*
14:207347	  166.0	1	  107.0	NaN	NaN	   15.0	  52.31	NaN	  52.86	  -0.54	   0.35	1	   59.0	NaN	NaN	   11.8	  21.61	NaN	  22.10	  -0.60	   0.35	--------	-1	0.00	*
14:244071	  129.0	1	   78.0	NaN	NaN	   15.0	  29.49	NaN	  29.90	  -0.53	   0.00	1	   51.0	NaN	NaN	   11.8	  16.30	NaN	  16.71	  -0.53	   0.00	--------	-1	0.00	*
14:263943	   85.0	1	   51.0	NaN	NaN	   15.0	  12.38	NaN	  12.62	  -0.50	   0.00	1	   34.0	NaN	NaN	   11.8	   6.79	NaN	   7.01	  -0.52	   0.00	--------	-1	0.00	*
14:265993	  100.0	1	   52.0	NaN	NaN	   15.0	  12.91	NaN	  13.16	  -0.58	   0.00	1	   48.0	NaN	NaN	   11.8	  14.33	NaN	  14.71	  -0.50	   0.00	--------	-1	0.00	*
14:279082	  108.0	1	   65.0	NaN	NaN	   15.0	  20.70	NaN	  21.04	  -0.51	   0.00	1	   43.0	NaN	NaN	   11.8	  11.42	NaN	  11.73	  -0.38	   0.00	--------	-1	0.00	*
14:291716	  325.2	1	  170.8	NaN	NaN	   20.3	  93.65	NaN	  94.42	  -0.63	   0.07	1	  154.4	NaN	NaN	   14.5	  98.85	NaN	  99.96	  -0.77	   0.07	--------	-1	0.00	*
14:291847	  282.8	1	  198.2	NaN	NaN	   20.0	 121.53	NaN	 122.41	  -0.57	   0.07	1	   84.6	NaN	NaN	   14.8	  34.81	NaN	  35.44	  -0.68	   0.07	--------	-1	0.00	*
14:298716	  191.0	1	  110.0	NaN	NaN	   15.0	  54.88	NaN	  55.45	  -0.57	   0.08	1	   81.0	NaN	NaN	   11.9	  38.18	NaN	  38.85	  -0.57	   0.08	--------	-1	0.00	*
14:307713	  376.0	1	  219.0	NaN	NaN	   15.0	 167.14	NaN	 168.19	  -0.49	   0.30	1	  157.0	NaN	NaN	   11.8	 113.93	NaN	 115.15	  -0.48	   0.30	--------	-1	0.00	*
14:321112	  157.0	1	   88.0	NaN	NaN	   15.0	  36.91	NaN	  37.37	  -0.60	   0.00	1	   69.0	NaN	NaN	   11.8	  28.92	NaN	  29.49	  -0.68	   0.00	--------	-1	0.00	*
14:325935	  129.0	1	   70.0	NaN	NaN	   15.0	  23.95	NaN	  24.33	  -0.42	   0.58	1	   59.0	NaN	NaN	   11.8	  21.61	NaN	  22.10	  -0.54	   0.58	--------	-1	0.00	*
14:332129	   75.0	1	   36.0	NaN	NaN	   15.0	   5.42	NaN	   5.55	  -0.39	   0.00	1	   39.0	NaN	NaN	   11.8	   9.25	NaN	   9.53	  -0.47	   0.00	--------	-1	0.00	*
14:339899	  213.3	1	  135.6	NaN	NaN	   17.9	  69.26	NaN	  69.90	  -0.63	   0.00	1	   77.7	NaN	NaN	   14.8	  29.68	NaN	  30.27	  -0.75	   0.00	--------	-1	0.00	*
14:340106	  360.7	1	  237.4	NaN	NaN	   18.2	 170.58	NaN	 171.66	  -0.69	   0.00	1	  123.3	NaN	NaN	   13.9	  70.57	NaN	  71.52	  -0.73	   0.00	--------	-1	0.00	*
14:345270	   96.2	1	   62.2	NaN	NaN	   20.6	  13.08	NaN	  13.34	  -0.58	   0.00	1	   34.0	NaN	NaN	   12.4	   6.30	NaN	   6.51	  -0.66	   0.00	--------	-1	0.00	*
14:345620	  224.8	1	  145.8	NaN	NaN	   19.1	  74.54	NaN	  75.21	  -0.58	   0.00	1	   79.0	NaN	NaN	   12.1	  36.85	NaN	  37.51	  -0.49	   0.00	--------	-1	0.00	*
14:363629	  101.0	1	   48.0	NaN	NaN	   15.7	  10.13	NaN	  10.34	  -0.55	   0.00	1	   53.0	NaN	NaN	   16.0	  12.29	NaN	  12.63	  -0.56	   0.00	--------	-1	0.00	*
14:370821	 1027.0	1	  502.0	NaN	NaN	   15.0	 999.00	NaN	 999.00	  -0.70	   0.09	1	  525.0	NaN	NaN	   15.4	 999.00	NaN	 999.00	  -0.68	   0.09	--------	-1	0.00	*
14:416778	  282.0	1	  204.0	NaN	NaN	   15.1	 149.36	NaN	 150.37	  -0.41	   0.00	1	   78.0	NaN	NaN	   12.2	  35.05	NaN	  35.68	  -0.51	   0.00	--------	-1	0.00	*
14:417064	  186.0	1	  142.8	NaN	NaN	   15.0	  85.34	NaN	  86.06	  -0.57	   0.00	1	   43.2	NaN	NaN	   12.0	  11.67	NaN	  12.00	  -0.53	   0.00	--------	-1	0.00	*
14:417228	  227.0	1	  136.2	NaN	NaN	   15.0	  79.53	NaN	  80.23	  -0.77	   0.00	1	   90.8	NaN	NaN	   11.8	  47.06	NaN	  47.84	  -0.91	   0.00	--------	-1	0.00	*
14:424458	  217.0	1	  134.0	NaN	NaN	   15.0	  76.67	NaN	  77.35	  -0.64	   0.04	1	   83.0	NaN	NaN	   11.8	  40.17	NaN	  40.87	  -0.70	   0.04	--------	-1	0.00	*
14:430779	  139.0	1	   75.0	NaN	NaN	   16.7	  24.62	NaN	  25.00	  -0.50	   0.00	1	   64.0	NaN	NaN	   13.5	  22.09	NaN	  22.59	  -0.51	   0.00	--------	-1	0.00	*
14:434199	   59.0	1	   36.0	NaN	NaN	   15.0	   5.42	NaN	   5.55	  -0.54	   0.00	1	   23.0	NaN	NaN	   11.8	   2.52	NaN	   2.62	  -0.58	   0.00	--------	-1	0.00	*
14:446089	   92.0	1	   57.0	NaN	NaN	   15.0	  15.85	NaN	  16.13	  -0.42	   0.00	1	   35.0	NaN	NaN	   11.8	   7.26	NaN	   7.49	  -0.53	   0.00	--------	-1	0.00	*
14:468023	  251.0	1	  151.0	NaN	NaN	   17.9	  82.84	NaN	  83.55	  -0.75	   0.14	1	  100.0	NaN	NaN	   13.2	  50.69	NaN	  51.50	  -0.55	   0.14	--------	-1	0.00	*
14:472999	   46.0	1	   30.0	NaN	NaN	   15.0	   3.30	NaN	   3.40	  -0.37	   0.00	0	   16.0	NaN	NaN	   11.8	   0.83	NaN	   0.86	  -0.26	   0.00	--------	-1	0.00	*
14:490605	   77.0	1	   43.0	NaN	NaN	   15.0	   8.40	NaN	   8.58	  -0.52	   0.00	1	   34.0	NaN	NaN	   11.8	   6.79	NaN	   7.01	  -0.42	   0.00	--------	-1	0.00	*
14:492922	   47.0	1	   27.0	NaN	NaN	   15.0	   2.42	NaN	   2.49	  -0.66	   0.00	0	   20.1	NaN	NaN	   11.8	   1.94	NaN	   2.03	  -0.63	   0.00	--------	-1	0.00	*
14:493134	   72.0	1	   45.0	NaN	NaN	   15.0	   9.82	NaN	  10.02	  -0.70	   0.00	1	   26.9	NaN	NaN	   11.8	   3.87	NaN	   4.02	  -0.58	   0.00	--------	-1	0.00	*
14:508798	  180.0	1	  128.0	NaN	NaN	   15.0	  71.03	NaN	  71.69	  -0.52	   0.20	1	   52.0	NaN	NaN	   11.8	  16.94	NaN	  17.36	  -0.45	   0.20	--------	-1	0.00	*
14:509434	   74.0	1	   59.0	NaN	NaN	   15.0	  17.02	NaN	  17.32	  -0.57	   0.00	0	   15.0	NaN	NaN	   11.8	   0.66	NaN	   0.69	  -0.45	   0.00	--------	-1	0.00	*
14:531705	   69.0	1	   34.0	NaN	NaN	   15.0	   4.66	NaN	   4.78	  -0.49	   0.19	1	   35.0	NaN	NaN	   11.8	   7.26	NaN	   7.49	  -0.49	   0.19	--------	-1	0.00	*
14:534819	  346.0	1	  195.0	NaN	NaN	   15.0	 139.84	NaN	 140.79	  -0.71	   0.00	1	  151.0	NaN	NaN	   13.1	 100.64	NaN	 101.78	  -0.70	   0.00	--------	-1	0.00	*
14:535839	   61.0	1	   27.0	NaN	NaN	   15.0	   2.42	NaN	   2.49	  -0.57	   0.05	1	   34.0	NaN	NaN	   12.3	   6.33	NaN	   6.54	  -0.34	   0.05	--------	-1	0.00	*
14:566029	  115.0	1	   79.0	NaN	NaN	   15.0	  30.21	NaN	  30.63	  -0.59	   0.00	1	   36.0	NaN	NaN	   11.8	   7.74	NaN	   7.98	  -0.53	   0.00	--------	-1	0.00	*
14:594780	  435.0	1	  262.0	NaN	NaN	   15.0	 218.88	NaN	 220.07	  -0.62	   0.12	1	  173.0	NaN	NaN	   11.8	 132.25	NaN	 133.52	  -0.65	   0.12	--------	-1	0.00	*
14:595669	   52.0	0	   24.0	NaN	NaN	   15.0	   1.68	NaN	   1.72	  -0.76	   0.00	1	   28.0	NaN	NaN	   11.8	   4.24	NaN	   4.40	  -0.56	   0.00	--------	-1	0.00	*
14:615709	   54.0	1	   35.0	NaN	NaN	   15.0	   5.03	NaN	   5.16	  -0.53	   0.00	0	   19.0	NaN	NaN	   11.8	   1.45	NaN	   1.50	  -0.66	   0.00	--------	-1	0.00	*
14:618890	  244.0	1	  143.0	NaN	NaN	   21.2	  66.56	NaN	  67.19	  -0.58	   0.00	1	  101.0	NaN	NaN	   14.9	  47.20	NaN	  47.98	  -0.59	   0.00	--------	-1	0.00	*
14:625138	   79.0	1	   40.0	NaN	NaN	   23.1	   2.97	NaN	   3.06	  -0.44	   0.00	1	   39.0	NaN	NaN	   14.8	   6.71	NaN	   6.93	  -0.65	   0.00	--------	-1	0.00	*
14:633366	   69.0	1	   37.0	NaN	NaN	   15.0	   5.81	NaN	   5.95	  -0.61	   0.00	1	   32.0	NaN	NaN	   11.8	   5.88	NaN	   6.09	  -0.47	   0.00	--------	-1	0.00	*
14:651765	 1473.9	1	  895.7	NaN	NaN	   23.3	 999.00	NaN	 999.00	  -0.66	   0.00	1	  578.2	NaN	NaN	   18.0	 999.00	NaN	 999.00	  -0.71	   0.00	--------	-1	0.00	*
14:652064	  323.1	1	  206.3	NaN	NaN	   24.5	 113.41	NaN	 114.23	  -0.40	   0.00	1	  116.8	NaN	NaN	   18.6	  51.29	NaN	  52.12	  -0.36	   0.00	--------	-1	0.00	*
15:429	  152.0	1	   99.0	NaN	NaN	   15.1	  45.29	NaN	  45.81	  -0.63	   0.00	1	   53.0	NaN	NaN	   11.6	  17.76	NaN	  18.20	  -0.48	   0.00	--------	-1	0.00	*
15:5725	   94.0	1	   65.0	NaN	NaN	   15.1	  20.50	NaN	  20.84	  -0.65	   0.00	1	   29.0	NaN	NaN	   11.6	   4.71	NaN	   4.89	  -0.41	   0.00	--------	-1	0.00	*
15:8657	   60.0	1	   40.0	NaN	NaN	   15.1	   6.96	NaN	   7.11	  -0.46	   0.00	0	   20.0	NaN	NaN	   11.6	   1.73	NaN	   1.80	  -0.49	   0.00	--------	-1	0.00	*
15:12187	   98.0	1	   60.0	NaN	NaN	   15.1	  17.44	NaN	  17.74	  -0.55	   0.00	1	   38.0	NaN	NaN	   11.6	   8.85	NaN	   9.12	  -0.46	   0.00	--------	-1	0.00	*
15:27598	  111.0	1	   63.0	NaN	NaN	   15.1	  19.25	NaN	  19.58	  -0.63	   0.00	1	   48.0	NaN	NaN	   11.6	  14.48	NaN	  14.87	  -0.46	   0.00	--------	-1	0.00	*
15:34463	   86.6	1	   59.1	NaN	NaN	   15.1	  17.44	NaN	  17.74	  -0.58	   0.00	1	   27.5	NaN	NaN	   11.6	   4.32	NaN	   4.48	  -0.58	   0.00	--------	-1	0.00	*
15:87330	   66.0	1	   41.0	NaN	NaN	   17.6	   5.71	NaN	   5.84	  -0.43	   0.00	1	   25.0	NaN	NaN	   11.6	   3.22	NaN	   3.35	  -0.44	   0.00	--------	-1	0.00	*
15:92938	   58.0	1	   35.0	NaN	NaN	   15.1	   4.95	NaN	   5.08	  -0.52	   0.00	1	   23.0	NaN	NaN	   11.6	   2.57	NaN	   2.68	  -0.46	   0.00	--------	-1	0.00	*
15:108919	   81.0	0	   35.0	NaN	NaN	   23.7	   1.71	NaN	   1.76	  -0.34	   0.00	1	   46.0	NaN	NaN	   18.5	   7.05	NaN	   7.28	  -0.51	   0.00	--------	-1	0.00	*
15:109642	  308.4	1	  227.7	NaN	NaN	   26.5	 126.22	NaN	 127.12	  -0.52	   0.10	1	   80.6	NaN	NaN	   19.2	  24.68	NaN	  25.21	  -0.49	   0.10	--------	-1	0.00	*
15:109735	  270.6	1	  181.3	NaN	NaN	   27.1	  84.08	NaN	  84.79	  -0.74	   0.10	1	   89.4	NaN	NaN	   19.7	  29.58	NaN	  30.16	  -0.67	   0.10	--------	-1	0.00	*
15:111896	  125.0	1	   70.0	NaN	NaN	   15.7	  22.79	NaN	  23.15	  -0.59	   0.18	1	   55.0	NaN	NaN	   14.5	  14.96	NaN	  15.36	  -0.51	   0.18	--------	-1	0.00	*
15:155829	  276.0	1	  168.0	NaN	NaN	   15.2	 109.81	NaN	 110.62	  -0.59	   0.05	1	  108.0	NaN	NaN	   14.9	  53.07	NaN	  53.92	  -0.47	   0.05	--------	-1	0.00	*
15:210607	  162.0	1	   81.0	NaN	NaN	   16.6	  28.77	NaN	  29.17	  -0.42	   0.00	1	   81.0	NaN	NaN	   14.7	  31.95	NaN	  32.55	  -0.71	   0.00	--------	-1	0.00	*
15:212749	  300.8	1	  155.2	NaN	NaN	   18.3	  86.24	NaN	  86.96	  -0.72	   0.00	1	  145.6	NaN	NaN	   15.6	  85.72	NaN	  86.77	  -0.76	   0.00	--------	-1	0.00	*
15:226191	  288.0	1	  174.0	NaN	NaN	   15.1	 116.39	NaN	 117.23	  -0.56	   0.00	1	  114.0	NaN	NaN	   14.5	  59.47	NaN	  60.37	  -0.69	   0.00	--------	-1	0.00	*
15:247866	   84.0	1	   58.0	NaN	NaN	   15.1	  16.26	NaN	  16.55	  -0.49	   0.00	1	   26.0	NaN	NaN	   11.6	   3.57	NaN	   3.71	  -0.43	   0.00	--------	-1	0.00	*
15:253194	   77.0	1	   36.0	NaN	NaN	   15.1	   5.33	NaN	   5.46	  -0.51	   0.00	1	   41.0	NaN	NaN	   11.6	  10.44	NaN	  10.74	  -0.54	   0.00	--------	-1	0.00	*
15:267876	  223.0	1	  132.0	NaN	NaN	   15.1	  74.31	NaN	  74.98	  -0.54	   0.28	1	   91.0	NaN	NaN	   11.6	  47.42	NaN	  48.21	  -0.59	   0.28	--------	-1	0.00	*
15:279720	   77.0	1	   44.0	NaN	NaN	   15.1	   8.74	NaN	   8.93	  -0.41	   0.00	1	   33.0	NaN	NaN	   11.6	   6.43	NaN	   6.64	  -0.41	   0.00	--------	-1	0.00	*
15:282457	   76.0	1	   48.0	NaN	NaN	   15.1	  10.69	NaN	  10.90	  -0.40	   0.00	1	   28.0	NaN	NaN	   11.6	   4.32	NaN	   4.48	  -0.46	   0.00	--------	-1	0.00	*
15:290297	   46.0	1	   29.0	NaN	NaN	   15.1	   2.94	NaN	   3.02	  -0.48	   0.00	0	   17.0	NaN	NaN	   11.6	   1.04	NaN	   1.08	  -0.46	   0.00	--------	-1	0.00	*
15:304358	  297.0	1	  192.0	NaN	NaN	   15.1	 135.82	NaN	 136.75	  -0.54	   0.37	1	  105.0	NaN	NaN	   13.1	  55.50	NaN	  56.37	  -0.76	   0.37	--------	-1	0.00	*
15:307627	  112.0	1	   48.0	NaN	NaN	   15.1	  10.69	NaN	  10.90	  -0.40	   0.05	1	   64.0	NaN	NaN	   12.1	  24.56	NaN	  25.08	  -0.53	   0.05	--------	-1	0.00	*
15:322912	   56.0	1	   35.0	NaN	NaN	   15.1	   4.95	NaN	   5.08	  -0.41	   0.00	0	   21.0	NaN	NaN	   11.6	   1.99	NaN	   2.07	  -0.46	   0.00	--------	-1	0.00	*
15:348936	   70.0	1	   31.0	NaN	NaN	   15.1	   3.55	NaN	   3.66	  -0.57	   0.00	1	   39.0	NaN	NaN	   13.5	   7.65	NaN	   7.89	  -0.47	   0.00	--------	-1	0.00	*
15:370752	   48.0	0	   24.0	NaN	NaN	   15.1	   1.64	NaN	   1.68	  -0.50	   0.00	1	   24.0	NaN	NaN	   11.6	   2.89	NaN	   3.01	  -0.45	   0.00	--------	-1	0.00	*
15:371333	  124.0	1	   66.0	NaN	NaN	   15.1	  21.14	NaN	  21.48	  -0.48	   0.00	1	   58.0	NaN	NaN	   11.6	  21.14	NaN	  21.61	  -0.60	   0.00	--------	-1	0.00	*
15:377753	  124.0	1	   85.0	NaN	NaN	   15.1	  34.36	NaN	  34.80	  -0.48	   0.32	1	   39.0	NaN	NaN	   11.6	   9.37	NaN	   9.65	  -0.47	   0.32	--------	-1	0.00	*
15:391558	  165.6	1	  105.5	NaN	NaN	   15.1	  51.10	NaN	  51.65	  -0.64	   0.00	1	   60.1	NaN	NaN	   11.6	  23.25	NaN	  23.75	  -0.53	   0.00	--------	-1	0.00	*
15:392043	  475.4	1	  243.5	NaN	NaN	   15.1	 195.89	NaN	 197.04	  -0.54	   0.00	1	  231.9	NaN	NaN	   11.6	 205.99	NaN	 207.44	  -0.69	   0.00	--------	-1	0.00	*
15:424216	  123.0	1	   87.0	NaN	NaN	   15.1	  35.86	NaN	  36.31	  -0.53	   0.18	1	   36.0	NaN	NaN	   11.6	   7.85	NaN	   8.10	  -0.42	   0.18	--------	-1	0.00	*
15:443794	  241.0	1	  136.0	NaN	NaN	   15.1	  78.09	NaN	  78.78	  -0.64	   0.00	1	  105.0	NaN	NaN	   11.7	  59.89	NaN	  60.79	  -0.51	   0.00	--------	-1	0.00	*
15:446702	  134.0	1	   81.0	NaN	NaN	   15.2	  31.28	NaN	  31.71	  -0.50	   0.21	1	   53.0	NaN	NaN	   14.6	  13.74	NaN	  14.11	  -0.55	   0.21	--------	-1	0.00	*
15:461757	  118.0	1	   71.0	NaN	NaN	   15.1	  24.40	NaN	  24.78	  -0.51	   0.09	1	   47.0	NaN	NaN	   11.6	  13.89	NaN	  14.26	  -0.65	   0.09	--------	-1	0.00	*
15:462813	  147.0	1	   86.0	NaN	NaN	   15.1	  35.11	NaN	  35.55	  -0.62	   0.27	1	   61.0	NaN	NaN	   11.6	  23.25	NaN	  23.75	  -0.51	   0.27	--------	-1	0.00	*
15:480182	  279.0	1	  221.0	NaN	NaN	   26.1	 121.12	NaN	 122.00	  -0.52	   0.56	1	   58.0	NaN	NaN	   17.9	  12.98	NaN	  13.33	  -0.48	   0.56	--------	-1	0.00	*
15:486533	   43.0	0	   21.0	NaN	NaN	   15.1	   1.03	NaN	   1.06	  -0.37	   0.00	1	   22.0	NaN	NaN	   11.6	   2.27	NaN	   2.37	  -0.40	   0.00	--------	-1	0.00	*
15:494482	  248.0	1	  153.0	NaN	NaN	   15.1	  94.71	NaN	  95.48	  -0.46	   0.71	1	   95.0	NaN	NaN	   11.6	  51.01	NaN	  51.83	  -0.40	   0.71	--------	-1	0.00	*
15:504516	   91.0	1	   66.0	NaN	NaN	   21.2	  14.00	NaN	  14.27	  -0.54	   0.00	0	   25.0	NaN	NaN	   15.3	   1.79	NaN	   1.86	  -0.51	   0.00	--------	-1	0.00	*
15:512817	   49.0	1	   34.0	NaN	NaN	   20.9	   2.22	NaN	   2.29	  -0.46	   0.00	0	   15.0	NaN	NaN	   18.6	   0.08	NaN	   0.08	  -0.44	   0.00	--------	-1	0.00	*
15:520542	  103.1	1	   79.9	NaN	NaN	   15.1	  30.67	NaN	  31.10	  -0.58	   0.00	1	   23.2	NaN	NaN	   11.6	   2.89	NaN	   3.01	  -0.61	   0.00	--------	-1	0.00	*
15:520668	  279.9	1	  213.1	NaN	NaN	   15.1	 160.55	NaN	 161.59	  -0.61	   0.00	1	   66.8	NaN	NaN	   11.7	  27.50	NaN	  28.07	  -0.70	   0.00	--------	-1	0.00	*
15:521245	  102.0	1	   42.0	NaN	NaN	   15.1	   7.83	NaN	   8.00	  -0.48	   0.00	1	   60.0	NaN	NaN	   11.6	  22.53	NaN	  23.03	  -0.52	   0.00	--------	-1	0.00	*
15:579805	  102.0	1	   61.0	NaN	NaN	   15.1	  18.04	NaN	  18.35	  -0.59	   0.00	1	   41.0	NaN	NaN	   11.6	  10.44	NaN	  10.74	  -0.59	   0.00	--------	-1	0.00	*
15:613721	  271.0	1	  166.0	NaN	NaN	   15.1	 108.00	NaN	 108.80	  -0.55	   0.00	1	  105.0	NaN	NaN	   11.6	  60.28	NaN	  61.19	  -0.51	   0.00	--------	-1	0.00	*
15:633336	   86.0	1	   56.0	NaN	NaN	   15.1	  15.01	NaN	  15.28	  -0.51	   0.53	1	   30.0	NaN	NaN	   11.6	   5.12	NaN	   5.31	  -0.41	   0.53	--------	-1	0.00	*
15:636953	   96.0	1	   53.0	NaN	NaN	   15.1	  13.30	NaN	  13.56	  -0.51	   0.25	1	   43.0	NaN	NaN	   11.6	  11.56	NaN	  11.88	  -0.45	   0.25	--------	-1	0.00	*
15:668227	   63.0	0	   33.0	NaN	NaN	   22.0	   1.73	NaN	   1.77	  -0.49	   0.00	1	   30.0	NaN	NaN	   16.0	   2.81	NaN	   2.93	  -0.67	   0.00	--------	-1	0.00	*
15:676612	   80.0	1	   45.0	NaN	NaN	   15.1	   9.22	NaN	   9.41	  -0.42	   0.00	1	   35.0	NaN	NaN	   11.6	   7.36	NaN	   7.60	  -0.41	   0.00	--------	-1	0.00	*
15:695339	   97.2	1	   53.4	NaN	NaN	   15.1	  13.86	NaN	  14.12	  -0.69	   0.00	1	   43.8	NaN	NaN	   11.6	  12.13	NaN	  12.46	  -0.54	   0.00	--------	-1	0.00	*
15:762489	   52.0	1	   31.0	NaN	NaN	   18.0	   2.40	NaN	   2.47	  -0.54	   0.17	0	   21.0	NaN	NaN	   11.6	   1.99	NaN	   2.07	  -0.41	   0.17	--------	-1	0.00	*
15:764583	  490.0	1	  303.0	NaN	NaN	   18.8	 242.57	NaN	 243.85	  -0.78	   0.06	1	  187.0	NaN	NaN	   13.3	 139.54	NaN	 140.84	  -0.67	   0.06	--------	-1	0.00	*
15:773914	  675.0	1	  419.0	NaN	NaN	   16.8	 999.00	NaN	 999.00	  -0.71	   0.00	1	  256.0	NaN	NaN	   11.6	 237.68	NaN	 239.17	  -0.63	   0.00	--------	-1	0.00	*
15:801714	   59.0	1	   30.0	NaN	NaN	   15.1	   3.24	NaN	   3.33	  -0.50	   0.00	1	   29.0	NaN	NaN	   11.6	   4.71	NaN	   4.89	  -0.56	   0.00	--------	-1	0.00	*
15:848581	   45.0	1	   26.0	NaN	NaN	   15.1	   2.11	NaN	   2.17	  -0.50	   0.00	0	   19.0	NaN	NaN	   11.6	   1.48	NaN	   1.54	  -0.49	   0.00	--------	-1	0.00	*
15:872192	   48.7	1	   35.0	NaN	NaN	   15.1	   5.33	NaN	   5.46	  -0.42	   0.00	0	   13.7	NaN	NaN	   11.6	   0.53	NaN	   0.55	  -1.02	   0.00	--------	-1	0.00	*
15:876549	  256.0	1	  178.0	NaN	NaN	   15.1	 120.63	NaN	 121.50	  -0.43	   0.26	1	   78.0	NaN	NaN	   11.6	  36.33	NaN	  36.98	  -0.62	   0.26	--------	-1	0.00	*
15:886668	  132.0	1	   74.0	NaN	NaN	   15.1	  26.44	NaN	  26.83	  -0.52	   0.00	1	   58.0	NaN	NaN	   11.6	  21.13	NaN	  21.61	  -0.55	   0.00	--------	-1	0.00	*
15:902236	  101.2	1	   88.3	NaN	NaN	   39.3	  10.92	NaN	  11.14	  -0.66	   0.00	0	   12.9	NaN	NaN	   22.7	   0.00	NaN	   0.00	  -0.48	   0.00	--------	-1	0.00	*
15:902349	  150.8	1	   93.7	NaN	NaN	   39.2	  12.80	NaN	  13.04	  -0.78	   0.00	1	   57.1	NaN	NaN	   22.8	   9.03	NaN	   9.30	  -0.64	   0.00	--------	-1	0.00	*
15:903221	  471.1	1	  288.1	NaN	NaN	   38.3	 145.54	NaN	 146.52	  -0.63	   0.06	1	  183.0	NaN	NaN	   21.8	  99.38	NaN	 100.51	  -0.65	   0.06	--------	-1	0.00	*
15:903236	  754.9	1	  425.9	NaN	NaN	   38.3	 277.84	NaN	 279.20	  -0.57	   0.06	1	  329.0	NaN	NaN	   21.9	 255.00	NaN	 256.60	  -0.63	   0.06	--------	-1	0.00	*
